system,n_gt,n_hyp,n_matched,label_recall,label_precision,start_mae_ms,end_mae_ms,boundary_mae_ms,dur_mae_ms,mean_iou,tbe_20ms,tbe_50ms,singer,canonical_stem
MFA,40,42,38,0.95,0.9047619047619048,15.868421052631644,19.94736842105268,17.907894736842167,27.71052631578955,0.7257019834454939,0.3684210526315789,0.07894736842105263,EN-Alto-1,en-alto-1_pharyngeal_monsters_pharyngeal_group_0005
MFA,40,40,17,0.425,0.425,234.35294117647058,518.3529411764706,376.3529411764706,731.0588235294117,0.44774318053806295,0.8823529411764706,0.5294117647058824,EN-Alto-1,en-alto-1_pharyngeal_monsters_pharyngeal_group_0007
MFA,30,29,30,1.0,1.0344827586206897,26.39999999999999,20.266666666666666,23.333333333333332,35.46666666666669,0.6558927378935964,0.4,0.1,EN-Alto-1,en-alto-1_pharyngeal_monsters_pharyngeal_group_0008
MFA,43,43,41,0.9534883720930233,0.9534883720930233,18.487804878048774,28.975609756097555,23.73170731707317,42.09756097560978,0.6533409333138306,0.43902439024390244,0.12195121951219512,EN-Alto-1,en-alto-1_pharyngeal_monsters_pharyngeal_group_0009
MFA,43,38,41,0.9534883720930233,1.0789473684210527,33.68292682926827,35.41463414634148,34.54878048780487,43.53658536585365,0.6320266901556177,0.4878048780487805,0.21951219512195122,EN-Alto-1,en-alto-1_pharyngeal_monsters_pharyngeal_group_0010
MFA,62,61,61,0.9838709677419355,1.0,22.754098360655703,26.065573770491802,24.409836065573757,41.01639344262301,0.7053411521859554,0.32786885245901637,0.16393442622950818,EN-Alto-1,en-alto-1_pharyngeal_monsters_pharyngeal_group_0011
MFA,40,40,36,0.9,0.9,48.94444444444454,64.88888888888897,56.91666666666676,96.66666666666687,0.6656654143848401,0.4722222222222222,0.2777777777777778,EN-Alto-1,en-alto-1_pharyngeal_monsters_pharyngeal_group_0012
MFA,17,18,17,1.0,0.9444444444444444,31.705882352941156,34.5882352941177,33.147058823529434,50.05882352941192,0.7770370754805827,0.29411764705882354,0.29411764705882354,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_control_group_0000
MFA,38,40,37,0.9736842105263158,0.925,24.7837837837838,18.135135135135148,21.45945945945947,34.86486486486494,0.733221611776962,0.3783783783783784,0.10810810810810811,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_control_group_0001
MFA,35,34,30,0.8571428571428571,0.8823529411764706,82.06666666666673,109.50000000000004,95.78333333333339,178.6333333333334,0.62239491633442,0.5333333333333333,0.43333333333333335,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_control_group_0002
MFA,54,58,48,0.8888888888888888,0.8275862068965517,33.64583333333335,32.31249999999999,32.97916666666667,53.16583333333333,0.6462774106955601,0.5416666666666666,0.22916666666666666,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_control_group_0003
MFA,75,73,69,0.92,0.9452054794520548,50.65217391304346,45.246376811594224,47.94927536231884,89.1739130434783,0.6315634874360482,0.4782608695652174,0.2028985507246377,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_control_group_0004
MFA,29,34,28,0.9655172413793104,0.8235294117647058,18.99999999999999,35.142857142857096,27.071428571428537,36.571428571428505,0.6979055572545407,0.42857142857142855,0.14285714285714285,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_control_group_0005
MFA,33,37,28,0.8484848484848485,0.7567567567567568,50.071428571428534,86.64285714285714,68.35714285714285,132.00000000000003,0.6763343429202439,0.5,0.39285714285714285,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_control_group_0006
MFA,43,45,26,0.6046511627906976,0.5777777777777777,214.19230769230762,177.84692307692313,196.0196153846154,373.2684615384615,0.43989362711283486,0.7307692307692307,0.5769230769230769,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_control_group_0007
MFA,21,20,19,0.9047619047619048,0.95,60.52631578947377,52.78947368421058,56.657894736842174,101.94736842105256,0.6322083773509517,0.631578947368421,0.2631578947368421,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_control_group_0008
MFA,40,45,19,0.475,0.4222222222222222,255.36842105263162,251.0526315789473,253.2105263157895,492.5263157894737,0.39255464418880714,0.8421052631578947,0.5263157894736842,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_control_group_0009
MFA,19,18,19,1.0,1.0555555555555556,9.473684210526313,9.473684210526313,9.473684210526313,14.736842105263145,0.7829881375934008,0.15789473684210525,0.0,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0000
MFA,38,37,38,1.0,1.027027027027027,10.157894736842104,10.473684210526308,10.315789473684205,15.052631578947384,0.7951700210479873,0.10526315789473684,0.0,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0001
MFA,34,32,34,1.0,1.0625,16.617647058823508,19.64705882352939,18.132352941176446,31.441176470588207,0.7466153503742754,0.2647058823529412,0.11764705882352941,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0002
MFA,54,55,53,0.9814814814814815,0.9636363636363636,17.830188679245307,15.20754716981133,16.51886792452832,28.169811320754828,0.7541260912368962,0.2830188679245283,0.05660377358490566,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0003
MFA,75,70,75,1.0,1.0714285714285714,15.333333333333357,18.53333333333337,16.933333333333362,26.773333333333422,0.7141465712113615,0.25333333333333335,0.08,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0004
MFA,31,32,31,1.0,0.96875,20.322580645161295,19.258064516129004,19.790322580645142,30.096774193548384,0.6797873396237345,0.3870967741935484,0.03225806451612903,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0005
MFA,33,33,33,1.0,1.0,9.212121212121204,10.818181818181822,10.015151515151514,16.575757575757578,0.8073563893336163,0.15151515151515152,0.0,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0006
MFA,43,44,43,1.0,0.9772727272727273,19.720930232558125,19.674418604651144,19.69767441860463,27.53488372093023,0.6891358035872577,0.3023255813953488,0.09302325581395349,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0007
MFA,20,19,20,1.0,1.0526315789473684,21.05000000000001,26.799999999999976,23.924999999999994,34.150000000000034,0.6700573700706651,0.45,0.1,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0008
MFA,41,42,41,1.0,0.9761904761904762,22.95121951219512,20.92682926829269,21.9390243902439,29.829268292682894,0.6557754827957103,0.4146341463414634,0.12195121951219512,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0009
MFA,72,68,71,0.9861111111111112,1.0441176470588236,16.887323943662,17.887323943662032,17.38732394366201,27.788732394366267,0.7169323966287448,0.30985915492957744,0.07042253521126761,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_paired_speech_group_0010
MFA,18,18,18,1.0,1.0,12.222222222222245,20.111111111111164,16.166666666666703,21.00000000000012,0.8448294447530915,0.2222222222222222,0.1111111111111111,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_pharyngeal_group_0000
MFA,38,39,35,0.9210526315789473,0.8974358974358975,26.457142857142827,19.685714285714287,23.07142857142856,35.91428571428579,0.7055966555227493,0.37142857142857144,0.11428571428571428,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_pharyngeal_group_0001
MFA,34,34,28,0.8235294117647058,0.8235294117647058,80.35714285714292,120.07142857142865,100.2142857142858,168.28571428571436,0.5594371500567641,0.5714285714285714,0.42857142857142855,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_pharyngeal_group_0002
MFA,53,58,35,0.660377358490566,0.603448275862069,91.08571428571423,81.31428571428563,86.19999999999993,162.11428571428556,0.5959203367209921,0.45714285714285713,0.2571428571428571,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_pharyngeal_group_0003
MFA,29,34,27,0.9310344827586207,0.7941176470588235,19.518518518518523,34.25925925925919,26.888888888888854,48.88888888888897,0.6767671316575943,0.4074074074074074,0.18518518518518517,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_pharyngeal_group_0005
MFA,33,37,32,0.9696969696969697,0.8648648648648649,29.84375000000002,44.21874999999997,37.03124999999999,65.00000000000001,0.7489660093505579,0.40625,0.21875,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_pharyngeal_group_0006
MFA,43,45,20,0.46511627906976744,0.4444444444444444,245.8,147.95000000000002,196.875,381.45,0.3245392350513505,0.95,0.75,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_pharyngeal_group_0007
MFA,21,21,15,0.7142857142857143,0.7142857142857143,192.9333333333334,209.7333333333333,201.33333333333337,394.66666666666674,0.4927882269040539,0.7333333333333333,0.6,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_pharyngeal_group_0008
MFA,39,42,20,0.5128205128205128,0.47619047619047616,211.24999999999991,199.9499999999999,205.59999999999997,403.0999999999999,0.525219186803012,0.65,0.45,EN-Alto-1,en-alto-1_pharyngeal_tell_me_that_you_love_me_pharyngeal_group_0009
MFA,13,15,13,1.0,0.8666666666666667,24.846153846153804,24.923076923076774,24.884615384615287,38.3846153846155,0.6674825670424079,0.5384615384615384,0.07692307692307693,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0000
MFA,13,15,13,1.0,0.8666666666666667,24.846153846153804,24.923076923076774,24.884615384615287,38.3846153846155,0.6674825670424079,0.5384615384615384,0.07692307692307693,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0000
MFA,13,15,13,1.0,0.8666666666666667,24.846153846153804,24.923076923076774,24.884615384615287,38.3846153846155,0.6674825670424079,0.5384615384615384,0.07692307692307693,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0000
MFA,13,15,13,1.0,0.8666666666666667,24.846153846153804,24.923076923076774,24.884615384615287,38.3846153846155,0.6674825670424079,0.5384615384615384,0.07692307692307693,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0000
MFA,71,69,65,0.9154929577464789,0.9420289855072463,40.27692307692315,35.73846153846154,38.00769230769235,59.7076923076924,0.6288709994042215,0.4307692307692308,0.23076923076923078,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0001
MFA,71,69,65,0.9154929577464789,0.9420289855072463,40.27692307692315,35.73846153846154,38.00769230769235,59.7076923076924,0.6288709994042215,0.4307692307692308,0.23076923076923078,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0001
MFA,71,69,65,0.9154929577464789,0.9420289855072463,40.27692307692315,35.73846153846154,38.00769230769235,59.7076923076924,0.6288709994042215,0.4307692307692308,0.23076923076923078,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0001
MFA,71,69,65,0.9154929577464789,0.9420289855072463,40.27692307692315,35.73846153846154,38.00769230769235,59.7076923076924,0.6288709994042215,0.4307692307692308,0.23076923076923078,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0001
MFA,59,62,59,1.0,0.9516129032258065,16.77966101694918,25.593220338983066,21.18644067796613,35.45762711864416,0.6544235868444818,0.4915254237288136,0.06779661016949153,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0002
MFA,59,62,59,1.0,0.9516129032258065,16.77966101694918,25.593220338983066,21.18644067796613,35.45762711864416,0.6544235868444818,0.4915254237288136,0.06779661016949153,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0002
MFA,59,62,59,1.0,0.9516129032258065,16.77966101694918,25.593220338983066,21.18644067796613,35.45762711864416,0.6544235868444818,0.4915254237288136,0.06779661016949153,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0002
MFA,59,62,59,1.0,0.9516129032258065,16.77966101694918,25.593220338983066,21.18644067796613,35.45762711864416,0.6544235868444818,0.4915254237288136,0.06779661016949153,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0002
MFA,55,38,32,0.5818181818181818,0.8421052631578947,176.99999999999994,70.4375,123.71874999999997,240.9375,0.513464535033748,0.59375,0.1875,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0004
MFA,55,38,32,0.5818181818181818,0.8421052631578947,176.99999999999994,70.4375,123.71874999999997,240.9375,0.513464535033748,0.59375,0.1875,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0004
MFA,55,38,32,0.5818181818181818,0.8421052631578947,176.99999999999994,70.4375,123.71874999999997,240.9375,0.513464535033748,0.59375,0.1875,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0004
MFA,55,38,32,0.5818181818181818,0.8421052631578947,176.99999999999994,70.4375,123.71874999999997,240.9375,0.513464535033748,0.59375,0.1875,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0004
MFA,64,62,53,0.828125,0.8548387096774194,17.849056603773548,35.5094339622641,26.679245283018822,45.20754716981135,0.6819855731015126,0.39622641509433965,0.1320754716981132,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0005
MFA,34,33,33,0.9705882352941176,1.0,43.15151515151513,29.878787878787794,36.51515151515146,48.90909090909092,0.6437387778842115,0.5454545454545454,0.15151515151515152,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0007
MFA,34,33,33,0.9705882352941176,1.0,43.15151515151513,29.878787878787794,36.51515151515146,48.90909090909092,0.6437387778842115,0.5454545454545454,0.15151515151515152,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0007
MFA,34,33,33,0.9705882352941176,1.0,43.15151515151513,29.878787878787794,36.51515151515146,48.90909090909092,0.6437387778842115,0.5454545454545454,0.15151515151515152,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0007
MFA,34,33,33,0.9705882352941176,1.0,43.15151515151513,29.878787878787794,36.51515151515146,48.90909090909092,0.6437387778842115,0.5454545454545454,0.15151515151515152,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0007
MFA,53,53,53,1.0,1.0,27.245283018868005,38.3962264150944,32.820754716981206,59.0377358490568,0.6718106224450741,0.33962264150943394,0.1509433962264151,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0008
MFA,53,53,53,1.0,1.0,27.245283018868005,38.3962264150944,32.820754716981206,59.0377358490568,0.6718106224450741,0.33962264150943394,0.1509433962264151,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0008
MFA,53,53,53,1.0,1.0,27.245283018868005,38.3962264150944,32.820754716981206,59.0377358490568,0.6718106224450741,0.33962264150943394,0.1509433962264151,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0008
MFA,53,53,53,1.0,1.0,27.245283018868005,38.3962264150944,32.820754716981206,59.0377358490568,0.6718106224450741,0.33962264150943394,0.1509433962264151,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0008
MFA,55,38,32,0.5818181818181818,0.8421052631578947,188.15625,74.18750000000004,131.17187500000003,253.46875000000003,0.4630483803874502,0.625,0.21875,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0011
MFA,55,38,32,0.5818181818181818,0.8421052631578947,188.15625,74.18750000000004,131.17187500000003,253.46875000000003,0.4630483803874502,0.625,0.21875,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0011
MFA,55,38,32,0.5818181818181818,0.8421052631578947,188.15625,74.18750000000004,131.17187500000003,253.46875000000003,0.4630483803874502,0.625,0.21875,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0011
MFA,55,38,32,0.5818181818181818,0.8421052631578947,188.15625,74.18750000000004,131.17187500000003,253.46875000000003,0.4630483803874502,0.625,0.21875,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0011
MFA,38,38,31,0.8157894736842105,0.8157894736842105,22.806451612903224,20.000000000000043,21.403225806451637,31.967741935483794,0.6809344905697461,0.41935483870967744,0.12903225806451613,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0012
MFA,50,48,41,0.82,0.8541666666666666,20.000000000000043,33.19512195121953,26.597560975609788,37.487804878048756,0.6852971507740728,0.36585365853658536,0.0975609756097561,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0013
MFA,39,37,37,0.9487179487179487,1.0,23.837837837837867,28.432432432432428,26.135135135135148,45.89189189189191,0.7160620077453769,0.3783783783783784,0.16216216216216217,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0014
MFA,39,37,37,0.9487179487179487,1.0,23.837837837837867,28.432432432432428,26.135135135135148,45.89189189189191,0.7160620077453769,0.3783783783783784,0.16216216216216217,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0014
MFA,39,37,37,0.9487179487179487,1.0,23.837837837837867,28.432432432432428,26.135135135135148,45.89189189189191,0.7160620077453769,0.3783783783783784,0.16216216216216217,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0014
MFA,39,37,37,0.9487179487179487,1.0,23.837837837837867,28.432432432432428,26.135135135135148,45.89189189189191,0.7160620077453769,0.3783783783783784,0.16216216216216217,EN-Alto-1,en-alto-1_pharyngeal_who_says_control_group_0014
MFA,13,15,13,1.0,0.8666666666666667,12.307692307692268,11.53846153846148,11.923076923076875,22.307692307692243,0.7831595754672686,0.23076923076923078,0.0,EN-Alto-1,en-alto-1_pharyngeal_who_says_paired_speech_group_0000
MFA,13,15,13,1.0,0.8666666666666667,12.307692307692268,11.53846153846148,11.923076923076875,22.307692307692243,0.7831595754672686,0.23076923076923078,0.0,EN-Alto-1,en-alto-1_pharyngeal_who_says_paired_speech_group_0000
MFA,13,15,13,1.0,0.8666666666666667,12.307692307692268,11.53846153846148,11.923076923076875,22.307692307692243,0.7831595754672686,0.23076923076923078,0.0,EN-Alto-1,en-alto-1_pharyngeal_who_says_paired_speech_group_0000
MFA,13,15,13,1.0,0.8666666666666667,12.307692307692268,11.53846153846148,11.923076923076875,22.307692307692243,0.7831595754672686,0.23076923076923078,0.0,EN-Alto-1,en-alto-1_pharyngeal_who_says_paired_speech_group_0000
MFA,71,69,69,0.971830985915493,1.0,29.08695652173913,27.072463768115963,28.079710144927546,46.536231884058,0.5970714170038062,0.5217391304347826,0.18840579710144928,EN-Alto-1,en-alto-1_pharyngeal_who_says_paired_speech_group_0001
MFA,71,69,69,0.971830985915493,1.0,29.08695652173913,27.072463768115963,28.079710144927546,46.536231884058,0.5970714170038062,0.5217391304347826,0.18840579710144928,EN-Alto-1,en-alto-1_pharyngeal_who_says_paired_speech_group_0001
